학년도,학기,학년,교과목 ID,국문 교과목,영문 교과목,이수구분,학점,시간,국문 개요,영문 개요,Department,Major
2026,1학기(여름학기포함),2학년,21503689,프랑스문학과예술,French Literature & Art,전공선택,3,3,"본 과목은 프랑스 문학과 음악·미술·건축·영화 등 다양한 예술 장르와의 상호적 교류 및 영향을 살펴보고, 그 안에 담긴 프랑스어 및 프랑스 사회의 문화적, 예술적 특수성을 성찰한다.","This course examines the mutual exchange and influence  of French literature and various art genres such as music, art, architecture, and film, and introspects the cultural and artistic distinctiveness of the French language and French society.",인문대학,불어불문학과
2026,1학기(여름학기포함),2학년,21504215,중급프랑스어문법1,Intermediate French Grammar I,전공선택,3,3,본 교과목은 프랑스어의 기본적인 문장구조 및 문법을 습득한 학습자가 프랑스어를 보다 유창하게 구사할 수 있도록 다양한 복문과 중급 수준의 문법을 학습하여 초보적인 회화 단계를 넘어서는 것을 목표로 한다.,This class aims to go beyond the basic conversation level by learning various complex sentences and intermediate level grammar so that learners who have mastered the basic sentence structure and grammar of French can speak French more fluently.,인문대학,불어불문학과
2026,1학기(여름학기포함),2학년,21505298,멀티미디어프랑스어,Multimedia French,전공선택,3,3,"본 교과목은 다양한 멀티미디어 자료를 이용한 프랑스어 학습 및 프랑스 문화에 대한 이해 증진을 목표로 한다. 1학년에 학습한 프랑스어 문법과 읽기, 활용의 상급과정으로 올바른 프랑스어 글쓰기, 읽기를 위한 문법적 세부사항을 다양한 멀티미디어 자료를 통해 습득하는 것을목표로 한다.","This class aims to improve understanding of French  culture and French language learning using various multimedia materials. This is an advanced course of French grammar, reading, and application learned in the first year, and aims to acquire grammatical details for correct French writing and reading through various multimedia materials.",인문대학,불어불문학과
2026,1학기(여름학기포함),2학년,21505601,프랑스시와샹송,French Poetry and Chanson,전공선택,3,3,본 과목은 구조적으로 유사성을 보이는 프랑스의 대표적인 시 작품과 샹송을 비교 감상하며 분석함으로써 프랑스 시 문학이 가지고 있는 음악성에 대한 이해를 높이고 샹송의 문학성에 대한 이해를 높이는 데에 목적을 둔다.,"This class aims to enhance the understanding of the  musicality of French poetry literature and the literary quality of chanson by comparing, appreciating, and analyzing representative works of French poetry and chanson that show structural similarities.",인문대학,불어불문학과
2026,2학기(겨울학기포함),2학년,21501736,중급프랑스어문법2,Intermediate French Grammar II,전공선택,3,3,프랑스어의 기본적인 문장구조 및 문법을 습득한 학습자가 프랑스어를 유창하게 구사하기 위해 다양한 복문과 중급 수준의 문법을 학습하는 것을 목표로 한다.,The goal is for learners who have mastered the basic sentence structure and grammar of French to learn various complex sentences and intermediate-level grammar in order to speak French fluently.,인문대학,불어불문학과
2026,2학기(겨울학기포함),2학년,21503522,프랑스어작문1,French Composition1,전공선택,3,3,본 교과는 기본적인 프랑스어 문법에 대한 지식을 바탕으로 프랑스어 문장구조를 이해하고 단문에서부터 짧은 텍스트 정도의 다양한 프랑스어 문장을 연습해봄으로써 프랑스어 쓰기표현능력을 향상하는 데 중점을 둔다.,This class focuses on improving French writing  expression skills by understanding French sentence structure based on knowledge of basic French grammar and practicing various French sentences ranging from short sentences to short texts.,인문대학,불어불문학과
2026,2학기(겨울학기포함),2학년,21503584,프랑스생활회화2,Everyday French Conversation2,전공선택,3,3,"본 과목은 프랑스 및 프랑스어권의 일상생활상을 경험하고 이해하며, DELF A1에서 B2 정도 수준의 듣기, 말하기, 쓰기 실력을 동시에 함양할 수 있도록 하는 데에 목적을 둔다.","Le but de ce cours est que vous puissiez comprendre et participer à des situations de la vie quotidienne lors d’un séjour en France (et en francophonie), qu’il soit court (tourisme) ou plus long (études, visa vacances-travail).  L’objectif est donc de travailler sur l’oral, à la fois en compréhension et en production.",인문대학,불어불문학과
2026,2학기(겨울학기포함),2학년,21505375,프랑스문학사,History of French literature,전공선택,3,3,"본 교과는 18세기 이후 프랑스 문학 사조 및 역사를 짚어본다. 세기별, 그리고 세기의 구분을 넘어서 프랑스의 주요 작가와 작품세계에 대한 이야기를 나눌 것이 다. 변별적으로 문학과 예술이 만나는 접점들을 탐색할 것이다. 프랑스 문학사를 통해 우리의 자유는 '선택에 대한 용기'에서 비롯된다는 점을 확인 할것이다.",,인문대학,불어불문학과
2026,1학기(여름학기포함),3학년,21503585,프랑스어작문2,French Composition2,전공선택,3,3,"본 교과는 프랑스어작문1의 연속으로, 보다 심화된 프랑스어 문장구조를 이해하고 단문에서부터 짧은 텍스트 정도의 다양한 프랑스어 문장을 연습해봄으로써 프랑스어 쓰기표현능력을 향상하는 데 중점을 둔다.","As a continuation of French Composition 1, this class focuses on improving French writing expression skills by understanding more advanced French sentence structure and practicing various French sentences ranging from short sentences to short texts.",인문대학,불어불문학과
2026,1학기(여름학기포함),3학년,21503687,프랑스회화B1-1,French Conversation B1-1,전공필수,3,3,"개개인의 실력에 맞춰 교육을 하며 단어 사용, 문법, 쓰기와 말하기에서 생각을 어떻게 조직할 것인지에 대해 수업한다. 근본적인 목표는 좀 더 심화된 주제로 길고 다양한 문장을 구사하는 능력을 향상시키는 것을 목표로 한다.","Teaching is tailored to each individual's ability and includes instruction on word usage, grammar, and how to organize thoughts in writing and speaking. Fundamental goal is a more in-depth topic.It aims to improve the ability to speak long and varied sentences.",인문대학,불어불문학과
2026,1학기(여름학기포함),3학년,21503688,프랑스연극,French Drama,전공선택,3,3,"본 교과는 연극이 시작된 그리스, 로마 시대부터 프랑스 연극이 본격적으로 시작된 중세 시대를 거쳐, 현대에 이르기까지 연극의 흐름을 통사적으로 고찰한다. 프랑스 연극이 구술, 문자, 영상 이미지 시대로의 변천과정 속에서 어떻게 변화해 왔는지를 이해한다.","This class examines the flow of theater syntactically,  from the Greek and Roman times when theater began, through the Middle Ages when French theater began in earnest, to the present day. Understand how French theater has changed in the process of transition to oral, written, and visual image eras.",인문대학,불어불문학과
2026,1학기(여름학기포함),3학년,21504216,프랑스소설,French Novel,전공선택,3,3,"본 과목은 프랑스 문학을 대표하는 소설 작품들을 감상, 분석하며 그 형태적인 특성을 살펴봄으로써 프랑스 소설문학에 대한 이해를 높이고 문학작품에 대한 비평적 감각을 기르는 데에 목적을 둔다.",This class aims to enhance the understanding of French fiction literature and develop a critical sense for literary works by appreciating and analyzing representative works of French literature and examining their morphological characteristics.,인문대학,불어불문학과
2026,2학기(겨울학기포함),3학년,21501406,프랑스상상력,French Imagination,전공선택,3,3,"상상력은 오랜 역사 동안 우리의 합리적 사유를 위반하는 위험한 정서로 간주 되기도 했다. 하지만 그 위험성은 우리의 삶을 더 즐겁게 만드는 마법이 되기도 한 다. 프랑스의 다양한 문화 속에서 상상력의 위험성은 어떻게 작동되는가. 이러한 문제 제기는 공간, 낭비, 촉각, 괴물, 몸, 패션, 팝아트(초현실주의) 등의 테마 를 통해 전개된다.","Imagination has long been regarded as a dangerous emotion that violates our rational thinking. But it can also be a magic that makes our lives more enjoyable. How does the danger of imagination work in the various cultures of France. These questions are raised through themes such as space, waste, touch, monsters, body, fashion, and pop art(surrealism).",인문대학,불어불문학과
2026,2학기(겨울학기포함),3학년,21502619,고급프랑스어작문,Advanced French Composition,전공선택,3,3,"프랑스어 작문 1⋅2의 연속으로, 문법 중심의 구문 학습에서 벗어나 시사적⋅학술적 문장 작성에 필요한 구문 연습과 여러 분야의 전문 용어 습득 및 활용, 그리고 속담⋅경구 등의 성구 학습을 통하여 수준 높은 작문 능력을 배양하도록 한다.","This class will help students improve writing skills in French through practicing sentence construction and exercising the practical application of technical terms. This course is a fundamental composition course which will focus on the syntactical patterns of French, vocabulary building, correct usage, stylistic control, writing skills, and free composition.",인문대학,불어불문학과
2026,2학기(겨울학기포함),3학년,21503902,프랑스회화B1-2,French Conversation B1-2,전공선택,3,3,"개개인의 실력에 맞춰 교육을 하며 단어 사용, 문법, 쓰기와 말하기에서 생각을 어떻게 조직할 것인지에 대해 수업한다. 근본적인 목표는 좀 더 심화된 주제로 길고 다양한 문장을 구사하는 능력을 향상시키는 것을 목표로 한다.","Teaching is tailored to each individual's ability and includes instruction on word usage, grammar, and how to organize thoughts in writing and speaking. Fundamental goal is a more in-depth topic.It aims to improve the ability to speak long and varied sentences.",인문대학,불어불문학과
2026,2학기(겨울학기포함),3학년,21503903,프랑스어와언어학,French & Linguistics,전공선택,3,3,"언어학적 연구 방법을 이해함으로써 프랑스어 지식의 체계적 확립을 기하는 한편, 고전에서 현대에 이르는 여러 언어학의 경향을 살펴봄으로써 인간과 언어의 관계에 대한 사유의 폭을 넓힌다.","By understanding the linguistic research method, while systematically establishing knowledge of French, by examining various trends in linguistics from the classics to the present, the scope of thinking about the relationship between humans and language is broadened.",인문대학,불어불문학과
2026,2학기(겨울학기포함),3학년,21503904,프랑스어권문학세미나,Francophone Literature Seminar,전공선택,3,3,"본과목은 프랑스 본토에 국한되어있는 프랑스 문학 및 문화의 장을 유럽, 아프리카, 아메리카, 동남 아시아에 위치한 글로벌-프랑코포니 지역까지 확대하여 프랑스어 및 프랑스 문학에 대한 폭넓은 지식을 갖추고자 한다.","This course seeks to acquire a broad knowledge of French language and literature by expanding the field of French literature and culture, which is limited to mainland France, to the Global-Francophony region located in Europe, Africa, America, and Southeast Asia.",인문대학,불어불문학과
2026,1학기(여름학기포함),4학년,21503898,초현실주의와현대시,Surrealism & Modern Poetry,전공선택,3,3,"초현실주의 운동은 20세기 전반기 프랑스 파리에서 시작되었다. 운동은 일반적으로 관습이라고 이야기되는 것, 또는 현실이라고 단단히 믿고 있는 것이 매우 낯 선 경험을 유발할 수 있다는 생각에서 비롯된다. 이를테면 꿈이 현실이 될 수 있거나, 현실이 실제가 아닐 수도 있다는 경험의 세계이다. 이후 초현실주의는 수 많은 현대 문학과 예술이 지향했던 전복적 사유, 그리고 경계 허물기의 기반이 된다. 본 수업은 초현실주의 운동의 기원과 과정, 그리고 그 확장성과 자생적 한 계를 예술, 문학, 매체들을 통해 이해하고자 한다. 이는 오늘날의 가상 현실, 메타 버스에 대한 문제 제기로 이어질 수 있다.",,인문대학,불어불문학과
2026,1학기(여름학기포함),4학년,21503899,프랑스문학비평,Modern French Criticism,전공선택,3,3,"본 과목은 심리학, 사회학, 언어학을 비롯한 인문학 기초 이론을 문학 연구에 적용했던 프랑스 구조주의 시대를 검토하여, 이를 토대로 동시대 문학 작품에 대한 이해를 심화하며 비평이론과 창작 사이의 관계를 살펴본다.","This course examines the era of French structuralism,  which applied the basic theories of the humanities, including psychology, sociology, and linguistics, to literary research.",인문대학,불어불문학과
2026,1학기(여름학기포함),4학년,21503900,프랑스문학과번역,French Literature & Translation,전공선택,3,3,"본 과목은 프랑스 문학과 언어 관련 지식이 일정 수준에 도달한 학생들을 대상으로 하는 수업으로, 프랑스 문학의 한국어 번역 실습과 함께, 번역학 이론의 기초를 함께 배우는 것을 목적으로 한다.","This course aims at the students having acquired a high level of French literature and culture. The course offers, by practing translation (French toKorean), better perspective about translation theory and practice in general.",인문대학,불어불문학과
2026,1학기(여름학기포함),4학년,21503901,프랑스영화와시사,French Cinema & News,전공선택,3,3,"프랑스어권 영화, 최근 뉴스, 문화적 특수성 등과 관련된 주제에 대해 말할 수 있도록 한다. 학생들은 프랑스어로 토론하고 설명하는데 더 익숙해지며 Delf와 Dalf를 위해서도 유용한 수업이 될 것이다.","Le but de ce cours est de faire parler les étudiants sur des sujets de l’actualité. Ces thèmes sont toujours liés à un film francophone et à une actualité récente ou à une spécificité culturelle. ce cours permet aussi de se familiariser avec les techniques de l’exposé à la française et avec le débat, utiles pour le DELF, le DALF et aussi pour des études en France.",인문대학,불어불문학과
2026,2학기(겨울학기포함),4학년,21502721,시사프랑스어,Current French,전공선택,3,3,"프랑스 매체에서 뽑은 다양한 분야의 기사를 읽고 청취함으로써 학생들에게 현재 프랑스 사회의 생생한 모습을 전달하고, 시사적인 관심과 비판적 안목을 기를 기회를 제공한다. 지금까지 익힌 프랑스어 문법 지식을 활용해 텍스트를 분석하고 어휘부를 확장함으로써 각자의 프랑스어실력을 한 단계 향상할 수 있는 기회를 마련한다.","By reading and listening to articles from various fields  selected from French media, students are provided with an opportunity to convey the current French society and to develop current interest and critical insight. By using the knowledge of French grammar learned so far to analyze the text andexpand the vocabulary, students prepare an opportunity to improve their French skills to the next level.",인문대학,불어불문학과
2026,2학기(겨울학기포함),4학년,21503905,프랑스작가론,French Writers,전공선택,3,3,"본 교과는 특정 작가를 통해 그 시대의 문학사조와 시대상을 연구할 수 있다. 작가가 살았던 시대와 개인적 삶, 영향을 수수했던 작품, 작품과 삶의 관계 등 작가론에서 제기되는 다각적 문제를 한 작가의 사례로 연구한다.","This course can study the literary trends and phases of the times through specific writers. We study the various issues raised in the writer's theory, such as the era in which the writer lived, his personal life, the works that influenced him, and the relationship between his work and life.",인문대학,불어불문학과
2026,2학기(겨울학기포함),4학년,21503906,프랑스어권현대사회읽기,Reading Francophone Modern Society,전공선택,3,3,"현대 프랑스 사회에 대한 비평 텍스트를 바탕으로, 분야별로 토픽, 테마를 설정하여 사회 문화 연구 방법을 익힌다. 발표와 토론을 통해 자료 분석, 해석 능력을 기르고 프랑스뿐 아니라 일반적 사회문화 현상에 대한 폭넓은 분석적 시각을 갖추도록 한다. 학사 과정 마지막 학습 과정으로서 하나의 텍스트인 세상, 인간, 사회를 읽고 분석하는 안목을 기른다.","Based on criticism texts of contemporary French society, topics and themes will be set up in each field to learn social culture research methods. Through presentations and discussions, students will be able to develop data analysis and interpretation skills and have a broad analytical perspective on general social and cultural phenomena as well as France. Bachelor's course students learn to read and analyze the text, world, human, and society.",인문대학,불어불문학과
2026,1학기(여름학기포함),1학년,21505188,한국사입문,Introduction to Korean History,전공기초,3,3,"한국사에 대한 기초적인 역사상의 이해를 위해 마련된 강의로서, 한국사를 이해하는 데 필요한 기본자료(원전 및 연구서)와 한국사를 이해하는 기본관점, 그리고한국사의 주요 전개과정을 조명하여 한국사의 기본적 역사상들을 제시하고, 이러한 기본적 역사상들을 바탕으로 21세기한국을 이해한다.",This course introduces to the students the basic attitudes and train of thought needed to major in Korean History. It also provides a base for the res,인문대학,사학과
2026,1학기(여름학기포함),1학년,21506075,고고학입문,Introduction to Archaeology,전공기초,3,3,"고고학이라는 학문에 대한 교과목으로 고고학의 이론과 방법, 실제에 초점을 두었다.고고학이란 어떠한 학문의 성격을 가지고 있는지, 연구 방법과 고고학자료에 대하여 학습한다. 고고학 자료를 체계적으로 획득하고 기록으로 남기는 과정과 고고학 자료를 분석하는 방법에 대해서 공부하고 고고학 연구의 여러 분야 가운데 인체고고학에 대해서도 살펴본다.","This course surveys the short history of archaeology, its methods, and Korean archaeology, which will include the cultures of the ancient tombs between the Paleolithic era and the Three Kingdoms period. The course surveys the prehistoric ages until the early Iron Ages.",인문대학,사학과
2026,1학기(여름학기포함),1학년,21508206,중국사입문,Introduction to Chinese History,전공기초,3,3,"중국사 연구에 필요한 기초지식을 습득하고 중국사의 전체적인 흐름을 이해함으로써, 향후 학부에서 개설되는 중국사 전공 강좌를 수강할 수 있는 기초를 닦을 수 있도록 중국의 지리, 환경, 전통문화, 주요한 역사 전환기의 특징 등을 학습한다.",The course introduces the sources and materials for the study of Chinese history and surveys the characteristics of the each period.,인문대학,사학과
2026,2학기(겨울학기포함),1학년,21506560,한국고고학개론,Introduction to Korean Archaeology,전공기초,3,3,"이 강의는 과거 우리 조상들이 남긴 최신의 유적, 유물들을 통해 한국 상고사를 올바르게 이해하기에 초점을 두었다. 이미 고고학입문을 통해 고고학 이론과방법론을 배운 학생들이 실제 한국의 고고학 자료를 통해서 한국상고사를 어떻게 복원하고 있는지에 대한 탐구의 장이 될 것이다.",This lecture focused on correctly understanding Korean ancient history through the latest relics and relics left by our ancestors in the past. ,인문대학,사학과
2026,2학기(겨울학기포함),1학년,21508207,서양사입문,Introduction to Western History,전공기초,3,3,"본 강의는 서양 역사의 주요 사건과 현상에 대한 개설적 지식을 습득하는 과정이다. 이러한 강좌 특성에 따른 본 강의의 목표는 서구 사회의 과거와 현재를 보다 깊이 있게 탐구할 수 있는 토대를 함양하고, 서양 역사에 대한 각 개인의관심 주제를 살펴볼 수 있는 능력을 기르는 것이다.","This is an introductory course on the structural evolution of Western civilization. It includes Greco‐Roman antiquity, the medieval‐feudal institutions, the formation of nation states and modern capitalism, the Revolutions and Global Wars, the world system after the Cold War, and so on, and is designed to develop in students historical views for a deeper understanding of historical changes on the global level.",인문대학,사학과
2026,1학기(여름학기포함),2학년,21501373,동양고대사,Ancient History of the East,전공선택,3,3,"하 왕조 성립기부터 후한 시대(~220)까지의 고대 중국은, 전근대 중국의 영토 범위와 문화적 전통이 성립된 시대로서. 이때 형성된 중국 문명은 중국 뿐 아니라 동아시아 전근대 문명의 기본 체계를 제공하였다. 이 과목에서는 이 시대의 중국 역사를 전반적으로 학습하고,이를 통해 중국은 물론 동아시아 문화 전통의 원형을 이해하기 위한 기초를 닦는다.",The course explores history from the beginnings of Chinese civilization to the later Han.,인문대학,사학과
2026,1학기(여름학기포함),2학년,21501625,서양고대사,Ancient History of the West,전공선택,3,3,고대 동방으로부터 서로마제국의 멸망에 이르기까지 시대순으로 서양고대의 방대한 범위와제 양상을 살핀다. 특히 서양문화의 기반으로서의 고대 그리스와 로마의 성립과 발전상을 중심적으로 다룬다.,"This course is an overview of the origins of European society, namely the Mediterranean world between 800BC and 500AD.",인문대학,사학과
2026,1학기(여름학기포함),2학년,21501892,일본사,History of Japan,전공선택,3,3,"이 교과목은 고대에서부터 현대에 이르기까지 일본의 역사를 개관하고 일본 사회의 역사적 발전 과정과 특징을 이해하는 것을 목적으로 한다. 일본의 역사를 살펴봄으로써 현재 일본 사회와 일본인에 대한 이해를 증진하며, 외부의 시각을 통해 한국의 역사를 다시 한 번 생각해볼수 있는 기회를 갖는다.",This course surveys the formation and development of the traditional society and culture of Japan and the process of its modernization.,인문대학,사학과
2026,1학기(여름학기포함),2학년,21502143,한국고대사,Ancient History of Korea,전공선택,3,3,한국고대사 수업에서는 최초의 초기국가인 고조선부터 삼국시대 초기까지 사료 강독들 통해 살펴본다. 수업 진행은 학생들의 사료 강독을 통해 사료 이해 능력을 향상시키고 아울러 사료와 관련된 문헌학계와 고고학계의 다양한 쟁점에 관해서 토론하여 한국고대사를 이해할 수 있도록한다.,This course surveys history from the formation of the ancient Korean states to the later Three Kingdoms in Korea. It aims to study the sources of thes,인문대학,사학과
2026,1학기(여름학기포함),2학년,21502152,한국사강독,Readings in Korean History,전공선택,3,3,"한국사를 이해하는 데 기본이 되는 주요 자료를 강독하여 사료를 해석할 수 있는 능력을 기르며, 기본 문헌의 이해를 촉진시킨다.",This course develops the student’s ability to interpret historical materials through reading valuable primary sources in studying Korean history.,인문대학,사학과
2026,2학기(겨울학기포함),2학년,21501372,중국고고학개론,Introduction to Chinese Archaeology,전공선택,3,3,"중국 선사 및 역사시대의 인류가 남긴 유적과 유물을 바탕으로 중국의 역사 및 문화 나아가 인간생활의 양상 등을 복원하고 해석함으로써 중국문명의 전개와 발전을 이해하고, 나아가 주변지역과의 문화교류 양상 및 영향 등을 탐구한다.","Understand the development and development of Chinese civilization by restoring and interpreting China's history, culture, and aspects of human lifebased on the remains and relics left by mankind in China's prehistoric and historical era. ",인문대학,사학과
2026,2학기(겨울학기포함),2학년,21501382,동양중세사,Medieval History of the East,전공선택,3,3,위진남북조시대부터 원 말까지 이르는 시기의 중국역사와 동시대의 주변제국과 여러 민족의 정치⋅사회⋅문화의 발전과정을 고찰하고 특히 동서문화 교류에 있어서의 서역의 세계사적 의의를 밝힌다.,This course surveys Chinese history between the Three Kingdoms period and the Yuan period.,인문대학,사학과
2026,2학기(겨울학기포함),2학년,21501639,서양중세사,History of the Middle Ages of the West,전공선택,3,3,"서로마제국의 해체이후 15세기에 이르는 기간의 역사를 살피며, 특히 게르만족의 활동, 봉건제도, 기독교의 발전, 도시의 성장 등을 중심으로 하여 서양 중세사회의 성격을 규명하고 그 의의를 알아본다.",This course is designed to explore the various aspects of medieval European civilization from the 5th to the 15th centuries. It includes the transitio,인문대학,사학과
2026,2학기(겨울학기포함),2학년,21502151,한국미술사,Korean Art History,전공선택,3,3,한국 미술의 발달 과정을 작품을 통해 이해한다. 선사시대의 토기를 비롯하여 각종 조형 미술품과 역사시대의 건축⋅공예⋅회화 등 작품을 통한 한국 미술의 발달 과정을 강의한다.,This course aims to understand the developing process of Korean Arts. It surveys all sorts of figurative arts including pottery in the pre‐history era,인문대학,사학과
2026,2학기(겨울학기포함),2학년,21502160,한국중세사,Medieval History of Korea,전공선택,3,3,"고려왕조의 건국과정으로부터 멸망까지를 개관한다. 본 강의에서는 고대 사회나 근세의 조선 사회와는 구별되는 고려시대 국가, 사회 운영의 실상과 특징을 확인하고 그것이 갖는 역사적 의미를 생각한다.","This is an overview of the Koryo dynasty from the 10th century to the end of the 14th century. The political, economic, cultural, and social developme",인문대학,사학과
2026,1학기(여름학기포함),3학년,21500986,AI와디지털역사연구,Historical Contents and Popular Culture,전공선택,3,3,"문헌기록과 실물자료 등 전통적 개념의 각종 사료 이외에 전자정보 등을 포함하여 사료로 사용할 수 있는 각종 데이터의 성격을 이해하고 이것을 수집, 분석, 활용, 보존할 수 있는 방안을 탐구한다. 대규모 정보 수집과 처리를 바탕으로 한 사료의 집적과 데이터베이스화, 빅데이터 및 인공지능을 활용한 역사 연구와 그 성과의 전시 방안 등에 대해 살펴본다.","In this course, we will learn about the nature of different types of data that can be employed as historical material, including electronic information, as well as traditional concepts like literature records and actual data, and explore how to collect, analyze, use, and preserve them. Furthermore, we will discuss the accumulation and databaseization of historical data based on large-scale information collection and processing, historical research using big data and artificial intelligence, and exhibition plans for its outcomes.",인문대학,사학과
2026,1학기(여름학기포함),3학년,21502145,한국근세사,Pre‐Modern History of Korea,전공선택,3,3,조선왕조 양반관료 국가의 사회구조를 이해시키고 조선왕조 후기 양반사회의 붕괴와 근대적 요소의 발생과정을 관찰한다. 조선왕조 건국으로부터 문호개방까지를 그 범위로 삼는다.,This course will examine the major developments of the Chosun Dynasty from the end of the 14th century to the middle of the 19th century.  The politic,인문대학,사학과
2026,1학기(여름학기포함),3학년,21502155,역사콘텐츠와대중문화,Historical Contents and Popular Culture,전공선택,3,3,한국사를 이해하는 데 기본이 되는 각 시대의 분야에서 문제를 추출하고 이 문제들을 학생들이 조사⋅정리⋅규명하게 함으로써 한국역사의 주된 흐름에 대한 올바른 이해를 갖도록 한다. 이를 통해 한국사의 내용과 가치를 고찰해본다.,This course will analyze and examine the important problems of each period in Korean history.,인문대학,사학과
2026,1학기(여름학기포함),3학년,21502347,서양근대사,Modern History of the West,전공선택,3,3,"현대인들이 당연한 것으로 여기고 있는 사회적, 정치적 기제와 경제적 요건들은 공짜로 주어진 것이 아니다. 이것은시민혁명이라는 극적이고 폭력적인 방법이나 산업혁명이라는 경제적 혁신을 통해 쟁취되고 형성된 것이다. 본 강의에서는 이러한 서양 근대 사회의 변화상을 정치적,사회적, 경제적 혁명이라는 핵심어를 통해 살펴볼 것이다.",A synoptical survey on the history of Western society (15th‐18th centuries) with emphasis on the transitional phases from feudal society to contempora,인문대학,사학과
2026,1학기(여름학기포함),3학년,21505764,동양사강독,Readings in Eastern History,전공선택,3,3,동양사를 이해하는데 기본이 되는 주요 사료를 해독할 수 있는 능력을 기르며 기본문헌의 이해를 촉진시킨다. 이를 통해 중국 전통시대 사료와 역사를 이해하는 한편 한문독해 능력을 함양한다.,The course aims to cultivate the student’s ability to interpret the major sources necessary to study Eastern history and to understand the Classics.,인문대학,사학과
2026,2학기(겨울학기포함),3학년,21500788,문화유산학,Cultural Heritage Studies,전공선택,3,3,"문화유산학은 문화유산 그 자체에 대한 조사와 연구에서 벗어나 문화유산을 평가하고 어떠한 방향으로 보존, 관리할 것인가 하는 문제와 이를 활용하는 방안을 연구하는 등 주로 실질적인 직무 수행과 관련된 학문이다. 이를 위해 우리나라의 문화유산 등을 유형별로 교육하고 문화유산과 관련된 법, 제도, 행정 절차 등을 소개한다.","Cultural Heritage Studies is a discipline mainly related to practical job performance, away from research and study on cultural heritages themselves, and covers the question of how to evaluate and manage cultural properties, and how to utilize them. Thus, this course is designed not only to train researchers related to the preservation, management, and utilization of cultural heritage from both theoretical and practical perspectives but also to foster professionals responsible for cultural heritage administration in relevant government agencies.",인문대학,사학과
2026,2학기(겨울학기포함),3학년,21502157,한국역사관의이해,Understanding of the Historical Views of,전공선택,3,3,"일제의 식민사관을 분석 비판하고, 조선시대의 사관, 개화기의 사관, 일제시대의 사관 및 북한학계의 근대사관을 이해시킨다. 또한 근현대 한국사회에서 문제가 되는 중요한 역사적 주제에 대해 학생들의 발표와 토론을 중심으로 수업한다.",This course is designed to help students acquire knowledge about the major flow of the historical views of Korea from ancient times to the present.,인문대학,사학과
2026,2학기(겨울학기포함),3학년,21502345,한국근대사,Modern History of Korea,전공선택,3,3,"1876년 개항부터 1945년 해방에 이르는 시기를 검토한다. 개항 전후 조선이 처해진 상황과 그에 대한 대응을 확인하 고, 관련된 각 사건과 인물들을 집중적으로 조망한다. 일제 강점 이후 각 시기별 일제의 식민지배정책을 정치, 사회, 문화적 방면에서 알아보고, 이에대응하는 한국인들의 독립을 위한 노력을 살펴본다.",This course surveys the development of the Korean national movement and modernization including the division of power and Korean reactions from the Op,인문대학,사학과
2026,2학기(겨울학기포함),3학년,21502501,동양근대사,Modern History of the East,전공선택,3,3,"명 초에서 1840년 이전까지의 역사를 강술한다. 특히 이 시대의 산업, 사회발전에 따르는 중국사회의 성격과 그 세계사적 위치를 밝힌다.","This course surveys the history between the early Ming and 1840, namely the Opium War. Especially, it inquiries into the nature of Chinese society asr",인문대학,사학과
2026,2학기(겨울학기포함),3학년,21505442,한국대외관계사,History of Korean Foreign Relation,전공선택,3,3,"한국 고대에서 근대에 이르는 각 시기의 대외관계를 고찰한다. 주변 여러 국가와의 정치 경제 문화 사상적인 교류와 상호 영향관계, 외래문화의 주체적 변용 국내의 역사적 상황에 따른 외교 정책의 변화 등의 내용을 살펴 주변국과의 관계 속에서 우리 역사를 폭넓게 이해하도록한다.",This course focuses on the study of the international relations of Korea with China and other countries in various fields from ancient Chosun to the modern age. ,인문대학,사학과
2026,2학기(겨울학기포함),3학년,21505443,역사학의이론과방법,Theory and Method of History,전공선택,3,3,"인간의 과거는 어떻게 인식될 수 있는가를 역사의 방법이라고 할 때 이를 둘러싼논의는 결코 간단하지 않다. 이 과목에서는 역사의 중요한 토픽들에 대한 지금까지의 연구 성과들을 비교, 검토함으로써 역사해석을 둘러싼 이론과 역사인식의 방법을 고찰한다.","If the method of history should be defined as how the past of mankind can be recognized, it is not easy to examine the debate among scholars about thi",인문대학,사학과
2026,2학기(겨울학기포함),3학년,21505765,서양사강독,Readings in Western History,전공선택,3,3,서양사의 흐름을 파악하는 데 기본이 되는 사료들을 강독함으로써 사료의 해독력과 분석력을 기르고 문헌들에 대한 이해를 촉구한다. 더불어 서양인이 자신들의 역사를 인식하고 기술하는 방식을 직접 체득하는 것으로 목적으로 한다,"By reading the historical materials that are the basis for grasping the flow of Western history, it develops the detoxification and analysis of historical materials and urges an understanding of the literature. In addition, the purpose is to directly learn the way Westerners recognize and describe their history.",인문대학,사학과
2026,1학기(여름학기포함),4학년,21500520,박물관학,Museology,전공선택,3,3,"박물관은 인류의 문화유산을 보존, 연구, 교육을 수행하는 공간으로서 경제발전에 따라 문화의 중요성이 커지는 한편 박물관 산업이 더욱 활성화되고 있다. 본 교과는 이러한 시대적 요구에 부응하고, 박물관에 대해 이론과 실제의 측면에서 전체적인 그림을 그릴 수 있도록 하는데 목적이 있다. 본 강의는 현장에서의 응용력을 높이기 위해 학생 참여수업으로 진행한다.","Learn about the history and composition of museums and explore the examples of museums around the world. Work on the work done by the museum, the curator, and the curator and volunteers study and field trips through the field.",인문대학,사학과
